c_id,name,origin
C04913,"N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan; [Protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine",yellow
C04076,L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde; L-Allysine; Allysine; (S)-2-Amino-6-oxohexanoate,yellow
C21453,(2-Aminobenzoyl)acetate; 2-Aminobenzoylacetate,blue
C04121,CMP-3-deoxy-D-manno-octulosonate; CMP-KDO; CMP-beta-KDO,green
C19752,"(S)-beta-Macrocarpene; (1'S)-4',5,5-Trimethyl-1,1'-bi(cyclohexane)-1,3'-diene",yellow
C16489,Fructoselysine 6-phosphate,blue
C19723,[tRNA(Ile2)]-lysidine34,blue
C00082,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine,yellow
C02988,L-Histidyl-tRNA(His),green
C05653,Formylanthranilate; N-Formylanthranilate; 2-(Formylamino)-benzoic acid,yellow
C01054,"(S)-2,3-Epoxysqualene; Squalene 2,3-epoxide; Squalene 2,3-oxide; (S)-Squalene-2,3-epoxide; 2,3-Oxidosqualene; (3S)-2,3-Epoxy-2,3-dihydrosqualene",yellow
C21153,Adenosylcobalamin 5'-phosphate,blue
C00315,"Spermidine; N-(3-Aminopropyl)-1,4-butane-diamine",green
C02659,Acetone cyanohydrin; alpha-Hydroxyisobutyronitrile; 2-Hydroxy-2-methylpropanenitrile; 2-Methyllactonitrile; Acetone cyanhydrin; 2-Hydroxyisobutyronitrile,green
C03175,Shikimate 3-phosphate; Shikimate 5-phosphate,green
C21935,"(6Z,9Z)-Octadecadienoyl-CoA; 6Z,9Z-Octadecadienoyl-CoA",yellow
C01978,tRNA queuine; Queuine in tRNA,yellow
C02320,R-S-Glutathione,yellow
C04752,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate; 4-Amino-2-methyl-5-(diphosphooxymethyl)pyrimidine; HMP-PP,green
C02504,alpha-Isopropylmalate; (2S)-2-Isopropylmalate; (2S)-2-Hydroxy-2-isopropylsuccinic acid; 2-Isopropylmalic acid; 3-Carboxy-3-hydroxy-4-methylpentanoate; 3-Carboxy-3-hydroxyisocaproate; (2S)-2-Isopropylmalic acid,green
C05340,beta-Alanyl-L-arginine,yellow
C00763,D-Proline,blue
C05844,5-L-Glutamyl-taurine; 5-Glutamyl-taurine; Glutaurine,green
C00986,"1,3-Diaminopropane; Trimethylenediamine; 1,3-Propanediamine; Propane-1,3-diamine",yellow
C16832,[Protein]-N6-[(R)-dihydrolipoyl]-L-lysine; [Lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine; Protein N6-(dihydrolipoyl)lysine,green
C01595,"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid",green
C00071,Aldehyde; RCHO,green
C02084,Tetrathionate; Tetrathionic acid,blue
C19646,Acceptor beta-D-glucuronoside,yellow
C21018,Enzyme N6-(S-propyldihydrolipoyl)lysine; S-Propyldihydrolipoamide-E,green
C05427,Phytyl diphosphate,yellow
C19875,alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA,green
C15804,p-Hydroxyphenyl lignin,yellow
C05645,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",yellow
C14819,Fe3+; Fe(III); Ferric ion; Iron(3+),green
C05539,N-Acetyl-L-2-amino-6-oxopimelate; L-2-Acetamido-6-oxoheptanedioate; L-2-Acetamido-6-oxopimelate,blue
C18170,3-Acetamidopropanal,yellow
C04441,Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine; 2-(3-Carboxy-3-aminopropyl)-L-histidine; EF-2 2-(3-carboxy-3-aminopropyl)-L-histidine; 2-[(3S)-3-Amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2],yellow
C19846,Pimeloyl-[acyl-carrier protein] methyl ester; Pimeloyl-[acp] methyl ester; Pimelyl-[acyl-carrier protein] methyl ester; Pimelyl-[acp] methyl ester,green
C02269,Deoxynucleoside; 2'-Deoxynucleoside; 2-Deoxy-D-ribosyl-base; 2-Deoxy-D-ribosyl-base1; 2-Deoxy-D-ribosyl-base2; 2'-Deoxyribonucleoside,blue
C05673,CMP-2-aminoethylphosphonate; CMPciliatine,yellow
C04582,S-Methyl-5-thio-D-ribulose 1-phosphate; 5-(Methylsulfanyl)-D-ribulose 1-phosphate,green
C21640,6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin; 1'-Hydroxy-2'-oxopropyltetrahydropterin,yellow
C00590,Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol; trans-Coniferyl alcohol,yellow
C14871,S-(Formylmethyl)glutathione,yellow
C01115,"L-Galactono-1,4-lactone",yellow
C05797,Pheophytin a,yellow
C00313,Oxalyl-CoA,yellow
C03972,"2,3,4,5-Tetrahydrodipicolinate; Delta1-Piperidine-2,6-dicarboxylate; L-2,3,4,5-Tetrahydrodipicolinate; (S)-2,3,4,5-Tetrahydropyridine-2,6-dicarboxylate",green
C00233,4-Methyl-2-oxopentanoate; 2-Oxoisocaproate; alpha-Ketoisocaproate,green
C05949,"12-Keto-leukotriene B4; 12-Keto-LTB4; 5-Hydroxy-12-oxo-Delta5,8,11,14-eicosapolyenoic acid",yellow
C01177,Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate,green
C05279,"trans,cis-Lauro-2,6-dienoyl-CoA; (2E,6Z)-Dodecadienoyl-CoA",yellow
C05404,D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose; D-Gal-alpha1->6D-Gal-alpha1->6D-Glucose; Manninotriose,green
C00712,(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid,yellow
C02248,Apocytochrome c,yellow
C00301,ADP-ribose; ADP-D-ribose; Adenosine diphosphate ribose,yellow
C05903,"Kaempferol; 3,4',5,7-Tetrahydroxyflavone; 3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one; 5,7,4'-Trihydroxyflavonol; C.I. 75640; Indigo yellow; Kaempherol; Kempferol; Nimbecetin; Pelargidenolon; Populnetin; Rhamnolutein; Rhamnolutin; Robigenin; Swartziol; Trifolitin",yellow
C18043,Cholesterol sulfate; Cholest-5-en-3beta-ol sulfate,yellow
C06755,Chloroacetic acid; Chloroethanoic acid,green
C05921,Biotinyl-5'-AMP,green
C00343,Thioredoxin disulfide; Oxidized thioredoxin; Thioredoxin sulfide,green
C01227,Dehydroepiandrosterone; 3beta-Hydroxyandrost-5-en-17-one; Dehydroisoandrosterone; DHA; DHEA,yellow
C00049,L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp,green
C00157,"Phosphatidylcholine; Lecithin; Phosphatidyl-N-trimethylethanolamine; 1,2-Diacyl-sn-glycero-3-phosphocholine; Choline phosphatide; 3-sn-Phosphatidylcholine",yellow
C00036,Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate,green
C16265,N-Acetylgalactosamine 4-sulfate,yellow
C17223,3-(5'-Methylthio)pentylmalic acid; 3-(5'-Methylthio)pentylmalate,green
C03741,(S)-4-Amino-5-oxopentanoate; L-Glutamate 1-semialdehyde,green
C05842,N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone,yellow
C05385,D-Glucuronate 1-phosphate; 1-Phospho-alpha-D-glucuronate,yellow
C02266,"D-Xylonolactone; D-Xylono-1,5-lactone",yellow
C19712,N-Hydroxy-L-phenylalanine; 2-(Hydroxyamino)-3-phenylpropanoate,yellow
C21924,9-Hydroxy-12-oxo-15(Z)-octadecenoic acid,yellow
C02429,L-Leucyl-protein,blue
C14768,"5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid",yellow
C04281,"L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate; (3R,5S)-3-Hydroxy-1-pyrroline-5-carboxylate",green
C01131,L-Rhamnulose 1-phosphate,blue
C05635,5-Hydroxyindoleacetate,green
C11136,Etiocholan-3alpha-ol-17-one 3-glucuronide,yellow
C06118,4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate; 4-(4-Deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate; Unsaturated digalacturonate,green
C04487,5-(D-Galactosyloxy)-L-lysine-procollagen; Procollagen 5-(D-galactosyl)-L-lysine; Procollagen 5-(D-galactosyloxy)-L-lysine; Procollagen beta-D-galactosyl-L-hydroxylysine,yellow
C16643,Morphine-3-glucuronide,yellow
C00735,"Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M",yellow
C17212,3-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalate,green
C14861,"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione",yellow
C15980,(S)-2-Methylbutanoyl-CoA,green
C12134,"2'-Hydroxygenistein; 2',4',5,7-Tetrahydroxyisoflavone",yellow
C20723,3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein],yellow
C05698,Selenohomocysteine,green
C14865,2-(S-Glutathionyl)acetyl chloride,yellow
C00190,UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose,green
C01382,Iodine; I2; Diiodine,yellow
C17219,3-(4'-Methylthio)butylmalic acid; 3-(4'-Methylthio)butylmalate,green
C00685,3-Oxoacyl-[acyl-carrier protein],green
C19873,26-Hydroxycastasterone,yellow
C13455,Abscisic aldehyde,yellow
C15793,"Typhasterol; 2-Deoxycastasterone; (3alpha,5alpha,22R,23R,24S)-3,22,23-Trihydroxyergostan-6-one",yellow
C00009,Orthophosphate; Phosphate; Phosphoric acid; Orthophosphoric acid,green
C01327,Hydrochloric acid; HCl; Hydrogen chloride; Hydrochloride,green
C08813,"Brassicasterol; (3beta,22E)-Ergosta-5,22-dien-3-ol",yellow
C16519,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate; 5-Enolpyruvoyl-6-hydroxy-2-succinylcyclohex-3-ene-1-carboxylate; SEPHCHC,green
C00124,D-Galactose; D-Galactopyranose,green
C05413,all-trans-Phytoene,yellow
C05750,3-Oxooctanoyl-[acp]; 3-Oxooctanoyl-[acyl-carrier protein],green
C00139,Oxidized ferredoxin; Oxidized ferredoxin [iron-sulfur] cluster,green
C19588,"Aflatoxin B1 diol; Aflatoxin B1-2,3-dihydrodiol",yellow
C00979,O-Acetyl-L-serine; O3-Acetyl-L-serine,green
C04536,Magnesium protoporphyrin monomethyl ester; Magnesium-protoporphyrin IX 13-monomethyl ester; Mg-protoporphyrin IX 13-monomethyl ester; Magnesium protoporphyrin IX 13-methyl ester,yellow
C03160,2-Succinylbenzoyl-CoA; o-Succinylbenzoyl-CoA; Succinylbenzoyl-CoA; 4-(2-Carboxyphenyl)-4-oxobutanoyl-CoA,green
C21667,(Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine,yellow
C15519,"25-Hydroxycholesterol; Cholest-5-ene-3beta,25-diol",yellow
C02946,4-Acetamidobutanoate; N4-Acetylaminobutanoate,green
C19623,22-Hydroxydocosanoate; 22-Hydroxydocosanoic acid; Phellonic acid,yellow
C00121,D-Ribose,green
C15857,"9,9'-dicis-zeta-Carotene; 9,9'-Di-cis-zeta-carotene",yellow
C01181,4-Trimethylammoniobutanoate; Butyro-betaine; gamma-Butyrobetaine,green
C01613,Stachyose,yellow
C00135,L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid,green
C00438,N-Carbamoyl-L-aspartate,green
C21485,Cytidylyl molybdenum cofactor; Molybdopterin cytosine dinucleotide cofactor,blue
C00512,Benzoyl-CoA; S-Benzoyl-coenzyme A,blue
C00540,Cinnamoyl-CoA; S-(Cinnamoyl) coenzyme A,yellow
C15770,"DIBOA; 2,4-Dihydroxy-1,4-benzoxazin-3-one; 2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one",yellow
C04045,"3-(3,4-Dihydroxyphenyl)pyruvate; 3,4-Dihydroxyphenylpyruvate",yellow
C14778,"16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid",yellow
C14773,"8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid",yellow
C00894,Propenoyl-CoA; Acryloyl-CoA; Acrylyl-CoA,green
C01231,"alpha-D-Glucose 1,6-bisphosphate; alpha-D-Glucose 1,6-biphosphate; D-Glucose 1,6-bisphosphate",yellow
C19845,Pimeloyl-[acyl-carrier protein]; Pimeloyl-[acp]; Pimelyl-[acyl-carrier protein]; Pimelyl-[acp]; 7-Hydroxy-7-oxoheptanoyl-[acyl-carrier protein],blue
C06125,Sulfatide; Galactosylceramide sulfate; Cerebroside 3-sulfate,yellow
C20758,[Ribosomal protein uS12]-3-methylthioaspartate; 3-(Methylsulfanyl)-L-aspartate-[ribosomal protein uS12],blue
C15645,1-(1-Alkenyl)-sn-glycerol,yellow
C00570,CDP-ethanolamine; Cytidine diphosphate ethanolamine,yellow
C04666,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate; D-erythro-Imidazole-glycerol 3-phosphate; D-erythro-Imidazole-glycerol phosphate,green
C15979,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine; S-(2-Methylbutanoyl)-dihydrolipoamide-E,green
C00195,N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide,green
C03824,2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde,yellow
C08604,Cyanidin 3-O-glucoside; Chrysanthemin; Cyanidin 3-O-beta-D-glucoside,yellow
C14770,"11,12-EET; (5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid",yellow
C04432,tRNA containing 6-isopentenyladenosine; N6-(3-Methylbut-2-en-1-yl)-adenosine in tRNA; N6-(3-Methylbut-2-en-1-yl)-adenine in tRNA; N6-Dimethylallyladenine in tRNA,green
C09751,"Garbanzol; 3,7,4'-Trihydroxyflavanone",yellow
C05960,15-Keto-prostaglandin F2alpha; 15-Keto-prostaglandin F2a; 15-Keto-PGF2alpha; 15-Keto-PGF2a,yellow
C20446,tRNA 7-aminomethyl-7-carbaguanine; tRNA preQ1; 7-Aminomethyl-7-carbaguanine in tRNA,blue
C03125,L-Cysteinyl-tRNA(Cys),green
C06112,L-Glutamyl-tRNA(Gln); Glu-tRNA(Gln); Glutamyl-tRNA(Gln),green
C00877,Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA; (E)-But-2-enoyl-CoA; (2E)-But-2-enoyl-CoA,green
C04185,"5,6-Dihydroxyindole-2-carboxylate; DHICA",yellow
C00272,"Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone; L-erythro-Tetrahydrobiopterin",yellow
C02876,Propanoyl phosphate; Propionyl phosphate,blue
C00406,Feruloyl-CoA; trans-Feruloyl-CoA; 4-Hydroxy-3-methoxycinnamoyl-CoA; (E)-3-(4-Hydroxy-3-methoxyphenyl)propenoyl-CoA,yellow
C05993,Acetyl adenylate; 5'-Acetylphosphoadenosine,green
C05584,3-Methoxy-4-hydroxymandelate; Vanillylmandelic acid,yellow
C01170,UDP-N-acetyl-D-mannosamine; UDP-N-acetyl-alpha-D-mannosamine,blue
C20859,Galactosyl-1-alkyl-2-acylglycerol; Galactosyl-2-acyl-1-alkyl-sn-glycerol; 1-O-Alkyl-2-O-acyl-3-beta-galactosyl-sn-glycerol,yellow
C00581,Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid,yellow
C04598,2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine; Platelet-activating factor; PAF,yellow
C05588,L-Metanephrine,yellow
C00147,Adenine; 6-Aminopurine,green
C20120,S-Farnesyl protein; S-Farnesyl protein C-terminal CAAX,yellow
C21845,N6-Methyladenine in mRNA,yellow
C00362,dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate,yellow
C12739,5'-Deoxy-5-fluorouridine; Doxifluridine,green
C01069,Desulfoglucotropeolin,yellow
C00319,Sphingosine; Sphingenine; Sphingoid; Sphing-4-enine,green
C02686,Galactosylceramide; Galactocerebroside; Cerebroside; D-Galactosyl-N-acylsphingosine; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine,green
C05831,3-Methoxyanthranilate; 3-Methoxyanthranilic acid,yellow
C01378,"Fustin; 2,3-Dihydrofisetin",yellow
C04144,Tetrahydropteroyltri-L-glutamate; (6S)-H4PteGlu3,green
C00186,(S)-Lactate; L-Lactate; L-Lactic acid,blue
C22551,Heparosan D-glucuronate; Heparosan D-glucuronic acid; Poly[(1->4)-beta-D-glucuronosyl-(1->4)-alpha-D-glucosaminyl],yellow
C20390,"N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",blue
C00128,CMP-N-acetylneuraminate; CMP-N-acetyl-beta-neuraminate,yellow
C05433,alpha-Carotene,yellow
C01935,Maltodextrin; Maltodextrin(n); Maltodextrin(n-2); n+2 Maltodextrin; Linear maltodextrin; Maltooligosaccharide,green
C11872,Kaur-16-en-18-ol; (-)-Kaur-16-en-18-ol; Kaurenol; ent-Kaur-16-en-19-ol,yellow
C00063,CTP; Cytidine 5'-triphosphate; Cytidine triphosphate,green
C21999,Stearoyl-KDO2-lipid IVA; Octadecanoyl-KDO2-lipid IVA,blue
C04635,1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine; 1-Alkenylglycerophosphoethanolamine,green
C00691,"2,4,6/3,5-Pentahydroxycyclohexanone; scyllo-Inosose; 2-Inosose",blue
C01031,S-Formylglutathione,yellow
C16612,Citalopram aldehyde,yellow
C20251,"1-Keto-D-chiro-inositol; 2D-2,3,5/4,6-Pentahydroxycyclohexanone",blue
C00349,2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde,yellow
C00441,L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde,green
C14863,2-(S-Glutathionyl)acetyl glutathione,yellow
C22441,dZMP; 2-Amino-2'-deoxyadenosine 5'-monophosphate,green
C14826,"12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid",yellow
C00058,Formate; Methanoic acid; Formic acid,green
C01161,"3,4-Dihydroxyphenylacetate; 3,4-Dihydroxyphenylacetic acid; Homoprotocatechuate",yellow
C10447,"3,4-Dihydroxyphenylpropanoate; Dihydrocaffeic acid; 3,4-Dihydroxyphenylpropionic acid; 3-(3,4-Dihydroxyphenyl)propanoate",blue
C14848,"2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene",yellow
C05898,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",green
C16341,"2(R)-HPOT; (2R)-(9Z,12Z,15Z)-2-Hydroperoxyoctadecatri-9,12,15-enoic acid; 2(R)-HpOTrE",yellow
C05897,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",green
C16323,"3,6-Nonadienal",yellow
C01302,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,green
C03454,1-Alkenyl-2-acylglycerol,yellow
C00530,"Hydroquinone; p-Benzenediol; 1,4-Benzenediol; 1,4-Dihydroxybenzene; Benzene-1,4-diol; Quinol; 4-Hydroxyphenol",blue
C05579,"Indole-5,6-quinone",yellow
C19812,12'-apo-Carotenal,yellow
C00262,Hypoxanthine; Purine-6-ol,green
C02463,Precorrin 2; Dihydrosirohydrochlorin,green
C00636,D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate,green
C00363,dTDP; Deoxythymidine 5'-diphosphate,green
C11545,Cobalt-precorrin 8; Cobalt-precorrin-8,blue
C00153,Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP,green
C20748,(E)-4-(Trimethylammonio)but-2-enoyl-CoA; Crotonobetainyl-CoA,blue
C05973,2-Acyl-sn-glycero-3-phosphoethanolamine; L-1-Lysophosphatidylethanolamine; O-(2-Acyl-sn-glycero-3-phospho)-ethanolamine,green
C05479,"5beta-Pregnane-3,20-dione",yellow
C00105,UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid; Uridylate,green
C11861,Gibberellin A24,yellow
C17554,"3,4-Dihydroxy-5-polyprenylbenzoate; 3-Polyprenyl-4,5-dihydroxybenzoate; 3,4-Dihydroxy-5-all-trans-polyprenylbenzoate",yellow
C22155,[Fe-S] cluster scaffold protein,green
C01080,Reduced coenzyme F420,blue
C00029,UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose,green
C03742,(S)-4-Hydroxymandelonitrile,green
C03313,Phylloquinol; Vitamin K1 hydroquinone; Phytonadiol,green
C01262,beta-Alanyl-N(pi)-methyl-L-histidine; Anserine,yellow
C02189,[Protein]-L-serine; Protein serine; Protein L-serine,yellow
C20755,2-Thio-N6-dimethylallyladenine in tRNA; 2-Sulfanyl-N6-dimethylallyladenine in tRNA; N6-(3-Methylbut-2-en-1-yl)-2-thioadenine in tRNA,blue
C02921,2'-Hydroxyisoflavone,yellow
C02110,11-cis-Retinal; 11-cis-Vitamin A aldehyde; 11-cis-Retinene,yellow
C16332,trans-2-Enoyl-OPC6-CoA,yellow
C00116,"Glycerol; Glycerin; 1,2,3-Trihydroxypropane; 1,2,3-Propanetriol",green
C16551,Alcophosphamide,green
C00052,UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyranose,green
C01126,"(2E,6E)-Farnesol; 2-trans,6-trans-Farnesol; trans-Farnesol",yellow
C00300,Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine,green
C06547,Ethylene; Ethene,green
C20238,(2R)-Ethylmalonyl-CoA,green
C00219,"Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid",green
C21214,Dimethylallyl phosphate; Prenyl phosphate,green
C01958,Steryl ester; Sterol ester,yellow
C03232,3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid; 3-Phosphooxypyruvate,green
C00224,Adenylyl sulfate; Adenosine 5'-phosphosulfate; APS; 5'-Adenylyl sulfate,green
C19606,NNAL-N-glucuronide,yellow
C19559,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",yellow
C12633,Laricitrin; 3'-O-Methylmyricetin,yellow
C20969,Carboxyphosphate,green
C02373,4-Methylpentanal; Isocaproaldehyde; Isohexanal,yellow
C06250,Holo-[carboxylase]; Biotin-carboxyl-carrier protein; [Biotin carboxyl-carrier protein]-biotin-N6-L-lysine; [Biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine,green
C03692,"1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol; D-Galactosyldiacylglycerol; 3-beta-D-Galactosyl-1,2-diacylglycerol; Monogalactosyldiglyceride; Monogalactosyl-diacylglycerol; MGDG; Galbeta1->3acyl2Gro; 3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol; 1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol",green
C18096,D-Allulose 6-phosphate,blue
C14782,"11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid",yellow
C04851,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol; Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,green
C05848,4-Hydroxy-3-polyprenylbenzoate; 4-Hydroxy-3-all-trans-polyprenylbenzoate; 3-Polyprenyl-4-hydroxybenzoate,green
C00140,N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc,green
C20375,Glutaryl-[acp] methyl ester; Glutaryl-[acyl-carrier protein] methyl ester,green
C20837,Hydroxyepoxyicosatrienoate,yellow
C19080,tRNA with a 3' CC end; tRNA with a 3' CC,green
C03455,11-cis-Retinyl palmitate,yellow
C04438,1-Acyl-sn-glycero-3-phosphoethanolamine; L-2-Lysophosphatidylethanolamine,green
C21384,CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate; CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate; CMP-3-deoxy-D-glycero-beta-D-galacto-non-2-ulosonate; CMP-KDN,yellow
C00144,GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid,green
C22161,Dihydrolipoyl-AMP,blue
C15503,"N,N-Dihydroxy-L-tyrosine",yellow
C17432,all-trans-Decaprenyl diphosphate,yellow
C03373,Aminoimidazole ribotide; AIR; 1-(5'-Phosphoribosyl)-5-aminoimidazole; 5'-Phosphoribosyl-5-aminoimidazole; 1-(5-Phospho-D-ribosyl)-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole; 5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole,green
C10287,Pterostilbene,yellow
C04133,N-Acetyl-L-glutamate 5-phosphate; N-Acetyl-L-glutamyl 5-phosphate,green
C16238,Lipoyl-AMP,blue
C00944,3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid,green
C00328,L-Kynurenine; 3-Anthraniloyl-L-alanine,yellow
C04233,2-Acyl-sn-glycero-3-phosphocholine; 2-Acylglycero-3-phosphocholine; 1-Lysophosphatidylcholine; 1-Lysolecithin; 3-Lysolecithin,green
