c_id,name,origin
C08276,3-(Methylthio)propanoate; 3-(Methylthio)propionic acid; 3-Methylthiopropionate; 3-(Methylsulfanyl)propanoate; 3-Methylthiopropanoic acid,yellow
C22157,Glycine cleavage system H; [Glycine cleavage system H]-L-lysine; [GcvH]-L-lysine; [GCSH]-L-lysine,yellow
C11039,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,green
C05635,5-Hydroxyindoleacetate,green
C05443,Vitamin D3; Cholecalciferol; Calciol,yellow
C20120,S-Farnesyl protein; S-Farnesyl protein C-terminal CAAX,yellow
C19770,N-Acetyl-beta-muramate 6-phosphate,blue
C03771,5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate; 2-Oxoarginine,yellow
C00570,CDP-ethanolamine; Cytidine diphosphate ethanolamine,yellow
C00055,CMP; Cytidine-5'-monophosphate; Cytidylic acid,green
C01102,O-Phospho-L-homoserine,green
C01958,Steryl ester; Sterol ester,yellow
C04738,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine; UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine; UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine,green
C03972,"2,3,4,5-Tetrahydrodipicolinate; Delta1-Piperidine-2,6-dicarboxylate; L-2,3,4,5-Tetrahydrodipicolinate; (S)-2,3,4,5-Tetrahydropyridine-2,6-dicarboxylate",green
C00224,Adenylyl sulfate; Adenosine 5'-phosphosulfate; APS; 5'-Adenylyl sulfate,green
C02763,2-Hydroxy-3-phenylpropenoate; enol-Phenylpyruvate; enol-Phenylpyruvic acid; enol-alpha-Ketohydrocinnamic acid,yellow
C08285,"10,16-Dihydroxyhexadecanoic acid; Hexadecanoic acid, 10,16-dihydroxy-",yellow
C00828,Menaquinone; Vitamin K2,yellow
C04926,"alpha-N-Acetylneuraminyl-2,3-beta-D-galactose-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminyl-R; N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl-R",yellow
C05446,"3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol",yellow
C04294,5-(2-Hydroxyethyl)-4-methylthiazole; 4-Methyl-5-(2'-hydroxyethyl)-thiazole; 4-Methyl-5-(2-hydroxyethyl)thiazole; HET,blue
C00093,sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate,green
C19874,26-Hydroxybrassinolide,yellow
C08830,"24-Methylidenecycloartanol; 4alpha,4beta,14alpha-Trimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol; 24-Methylenecycloartanol; 9,19-Cyclolanostan-3-o1, 24-methylene-, (3beta)-",yellow
C05797,Pheophytin a,yellow
C01181,4-Trimethylammoniobutanoate; Butyro-betaine; gamma-Butyrobetaine,green
C04644,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",green
C05610,Sinapoyl aldehyde; Sinapaldehyde,yellow
C00015,UDP; Uridine 5'-diphosphate,green
C00668,alpha-D-Glucose 6-phosphate,green
C05312,Protein glycin-2-yl radical; [Enzyme]-glycin-2-yl radical,blue
C18048,N-Succinyl-L-citrulline,blue
C00714,"Pectin; Poly(1,4-alpha-D-galacturonide)",yellow
C05843,N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide,yellow
C06341,"7alpha,27-Dihydroxycholesterol; Cholest-5-ene-3beta,7alpha,26-triol; Cholest-5-ene-3beta,7alpha,27-triol",yellow
C15972,Enzyme N6-(lipoyl)lysine; Lipoamide-E; [E2 protein]-N6-lipoyl-L-lysine; [Lipoyl-carrier protein E2]-N6-lipoyl-L-lysine,green
C16698,N-Acetylmuramic acid 6-phosphate; N-Acetylmuramate 6-phosphate; MurNAc 6-phosphate,blue
C04823,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole; 1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; SAICAR,green
C17328,UDP-4-keto-rhamnose,yellow
C00416,"Phosphatidate; Phosphatidic acid; 1,2-Diacyl-sn-glycerol 3-phosphate; 3-sn-Phosphatidate",green
C01978,tRNA queuine; Queuine in tRNA,yellow
C00143,"5,10-Methylenetetrahydrofolate; (6R)-5,10-Methylenetetrahydrofolate; 5,10-Methylene-THF",green
C01194,"1-Phosphatidyl-D-myo-inositol; 1-Phosphatidyl-1D-myo-inositol; 1-Phosphatidyl-myo-inositol; Phosphatidyl-1D-myo-inositol; (3-Phosphatidyl)-1-D-inositol; 1,2-Diacyl-sn-glycero-3-phosphoinositol; Phosphatidylinositol",yellow
C21015,gamma-L-Glutamyl-L-2-aminobutyrate,green
C00417,cis-Aconitate; cis-Aconitic acid,green
C00166,Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate,green
C16244,Cobalt-precorrin 7,blue
C22965,C22965; GPI-anchor biosynthesis intermediate 3,yellow
C20221,(6E)-8-Oxolinalool; trans-8-Oxolinalool,yellow
C16238,Lipoyl-AMP,blue
C04574,"di-trans,poly-cis-Undecaprenyl diphosphate; Undecaprenyl diphosphate; Bactoprenyl diphosphate; ditrans,octacis-Undecaprenyl diphosphate",blue
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine; [H-protein]-S-aminomethyldihydrolipoyllysine; S-Aminomethyldihydrolipoylprotein; [Glycine-cleavage complex H protein]-S-aminomethyl-N6-dihydrolipoyl-L-lysine; [GCSH]-S-aminomethyl-N6-dihydrolipoyl-L-lysine; [GcvH]-S-aminomethyl-N6-dihydrolipoyl-L-lysine,green
C01158,1-O-Galloyl-beta-D-glucose; 1-Galloyl-beta-glucose; beta-Glucogallin; 1-Galloyl-beta-D-glucose,yellow
C00180,Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid,green
C20659,7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe),yellow
C12667,Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside; Baimaside; Quercetin 3-beta-D-sophoroside; Quercetin 3-O-sophoroside; QUOSP,yellow
C00750,"Spermine; N,N'-Bis(3-aminopropyl)-1,4-butanediamine",yellow
C04713,N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate; N6-(Dimethylallyl)adenosine 5'-phosphate; Isopentenyl-AMP; N6-Prenyladenosine 5'-phosphate,yellow
C22458,8-Amino-7-(carboxyamino)nonanoate,green
C19765,"15,9'-dicis-Phytofluene",yellow
C01168,Pseudouridine 5'-phosphate,green
C19745,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid",blue
C19878,D-glycero-alpha-D-manno-Heptose 7-phosphate,blue
C03167,Phosphonoacetaldehyde; 2-Phosphonoacetaldehyde; 2-Oxoethylphosphonate,blue
C04442,2-Dehydro-3-deoxy-6-phospho-D-gluconate; 6-Phospho-2-dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-6-phosphogluconate; 2-Dehydro-3-deoxy-D-gluconate 6-phosphate,blue
C16540,7(1)-Hydroxychlorophyllide a,yellow
C05627,4-Hydroxystyrene; 4-Vinylphenol,blue
C05908,"Delphinidin; 3,5,7-Trihydroxy-2-(3,4,5-trihydroxyphenyl)benzopyrylium chloride; Chlorure de 3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)benzopyrylium; 3,5,7-Trihydroxy-2-(3,4,5-trihydroxyphenyl)benzopyryliumchlorid; 3,3',4',5,5',7-Hexahydroxy-2-phenylbenzopyrylium chloride; 3,3',4',5,5',7-Hexahydroxyflavylium chloride; Delfinidol chloride; Delphinidin chloride; Delphinidine; Delphinidol; Ephdine; IdB 1056",yellow
C02637,3-Dehydroshikimate,green
C15975,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine; S-(3-Methylbutanoyl)-dihydrolipoamide-E,green
C01898,Cellodextrin; Cellooligosaccharide,green
C19605,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide; NNAL-O-glucuronide,yellow
C01138,Streptomycin 6-phosphate,blue
C12739,5'-Deoxy-5-fluorouridine; Doxifluridine,green
C06547,Ethylene; Ethene,green
C02591,Sucrose 6'-phosphate; Sucrose 6F-phosphate,yellow
C05306,Chlorophyll a,yellow
C04152,rRNA containing N1-methylguanine,blue
C05983,Propionyladenylate; Propionyl-adenosine monophosphate,green
C01450,Ketone; R-CO-R',yellow
C14749,19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid,yellow
C00577,D-Glyceraldehyde,green
C04334,Acetyl-[citrate (pro-3S)-lyase],blue
C05640,Cinnavalininate; Cinnabarinic acid,green
C00504,Folate; Pteroylglutamic acid; Folic acid,green
C00125,Ferricytochrome c; Cytochrome c3+,blue
C05267,3-Oxooctanoyl-CoA,green
C22563,"gamma-Linolenoyl-[glycerolipid]; (6Z,9Z,12Z)-Octadeca-6,9,12-trienoyl-[glycerolipid]",yellow
C16669,Oligonucleotide 5'-diphosphate,yellow
C20236,4-O-beta-D-Mannopyranosyl-D-glucopyranose,blue
C00630,2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA,green
C01755,Thiocyanate; Thiocyanic acid,green
C01935,Maltodextrin; Maltodextrin(n); Maltodextrin(n-2); n+2 Maltodextrin; Linear maltodextrin; Maltooligosaccharide,green
C19871,Guanylyl molybdenum cofactor; Molybdopterin guanine dinucleotide cofactor,blue
C12205,5-Hydroxyconiferyl alcohol,yellow
C20836,beta-L-Fucopyranose; beta-L-Fucose,blue
C04185,"5,6-Dihydroxyindole-2-carboxylate; DHICA",yellow
C04332,"6,7-Dimethyl-8-(D-ribityl)lumazine",green
C02571,O-Acetylcarnitine; O-Acetyl-L-carnitine,yellow
C05577,"3,4-Dihydroxymandelaldehyde; 3,4-Dihydroxyphenylglycolaldehyde; DOPEGAL",green
C02474,Arabinan; alpha-L-Arabinan; alpha-L-Araban,green
C17440,Tetrahydrogeranylgeranyl diphosphate,yellow
C02741,Phosphoribosyl-AMP; N1-(5-Phospho-D-ribosyl)-AMP; 1-(5-Phosphoribosyl)-AMP; 1-(5-Phospho-beta-D-ribosyl)-AMP,green
C03232,3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid; 3-Phosphooxypyruvate,green
C20121,"trans,trans-Farnesyl phosphate; Farnesyl phosphate; (2E,6E)-Farnesyl phosphate",yellow
C16677,all-trans-4-Hydroxyretinoic acid,yellow
C15970,Abscisic acid glucose ester; Abscisic acid-beta-D-glucopyranosyl ester; beta-D-Glucopyranosyl abscisate,yellow
C19616,18-Hydroxyoleate; 18-Hydroxyoleic acid; (9Z)-18-Hydroxyoctadec-9-enoic acid,yellow
C21189,"Protein N(omega),N(omega)'-dimethyl-L-arginine; Protein symmetric dimethylarginine",yellow
C02100,(5')ppPur-mRNA; 5'-Diphospho-[mRNA],yellow
C22159,[Glycine cleavage system H]-N6-octanoyl-L-lysine; [GcvH]-N6-octanoyl-L-lysine; [GCSH]-N6-octanoyl-L-lysine,green
C00459,dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP,green
C05394,3-Keto-beta-D-galactose,green
C00232,Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate,yellow
C03125,L-Cysteinyl-tRNA(Cys),green
C02992,L-Threonyl-tRNA(Thr),green
C04919,"2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; Lipid A disaccharide bisphosphate; Lipid IV(A); Lipid IVA; 2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose",green
C03373,Aminoimidazole ribotide; AIR; 1-(5'-Phosphoribosyl)-5-aminoimidazole; 5'-Phosphoribosyl-5-aminoimidazole; 1-(5-Phospho-D-ribosyl)-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole; 5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole,green
C00048,Glyoxylate; Glyoxalate; Glyoxylic acid,green
C05139,"16alpha-Hydroxydehydroepiandrosterone; 5-Androstene-3beta,16alpha-diol-17-one",yellow
C16638,O-Phosphoseryl-tRNA(Sec),yellow
C11870,Gibberellin A8-catabolite,yellow
C03205,"11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC",yellow
C03582,"Resveratrol; 3,4',5-Trihydroxystilbene; trans-Resveratrol",yellow
C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA; Hydroxymethylglutaryl-CoA; Hydroxymethylglutaroyl coenzyme A; HMG-CoA; 3-Hydroxy-3-methylglutaryl-CoA,green
C00126,Ferrocytochrome c; Cytochrome c2+; Reduced cytochrome c,green
C01371,Alkane; RH,yellow
C05751,trans-Oct-2-enoyl-[acp]; trans-Oct-2-enoyl-[acyl-carrier protein]; Oct-2-enoyl-[acyl-carrier protein]; 2-Octenoyl-[acyl-carrier protein]; (2E)-Octenoyl-[acp],green
C01037,"7,8-Diaminononanoate; 7,8-Diaminopelargonic acid; DAPA; 7,8-Diaminononanoic acid",green
C04132,N-Acetyl-D-glucosamine 6-sulfate,green
C19879,"D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate",blue
C00822,Dopaquinone,yellow
C05545,"Protein N6,N6-dimethyl-L-lysine",yellow
C15670,Heme A,yellow
C06251,Lauroyl-KDO2-lipid IV(A); Dodecanoyl-KDO2-lipid IV(A),blue
C22092,5'-O-Phosphonoadenylyl-(3'->5')-adenosine; pApA,blue
C00544,"Homogentisate; Homogentisic acid; 2,5-Dihydroxyphenylacetic acid; 2,5-Dihydroxyphenylacetate",yellow
C16389,"(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA; (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosa-6,9,12,15,18-pentaenoyl-CoA",yellow
C17227,3-(6'-Methylthio)hexylmalic acid; 3-(6'-Methylthio)hexylmalate,green
C00810,(R)-Acetoin; (R)-2-Acetoin; (R)-3-Hydroxy-2-butanone; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one,blue
C21300,R'NH2,yellow
C03231,3-Methylglutaconyl-CoA; trans-3-Methylglutaconyl-CoA; (E)-3-Methylglutaconyl-1-CoA,yellow
C06112,L-Glutamyl-tRNA(Gln); Glu-tRNA(Gln); Glutamyl-tRNA(Gln),green
C00601,Phenylacetaldehyde; alpha-Tolualdehyde,yellow
C15813,Adenylyl-[sulfur-carrier protein]; [Sulfur-carrier protein]-Gly-Gly-AMP,green
C05485,"21-Hydroxypregnenolone; 3beta,21-Dihydroxypregn-5-en-20-one",yellow
C00272,"Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone; L-erythro-Tetrahydrobiopterin",yellow
C04404,trans-4-Hydroxycyclohexanecarboxylate; trans-4-Hydroxycyclohexane-1-carboxylate,blue
C00942,"3',5'-Cyclic GMP; Guanosine 3',5'-cyclic monophosphate; Guanosine 3',5'-cyclic phosphate; Cyclic GMP; cGMP",yellow
C16236,[Protein]-N6-(octanoyl)-L-lysine; Protein N6-(octanoyl)lysine,green
C04802,m7G(5')pppRm-mRNA; 5'-(N7-Methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-[mRNA]; 5'-(N7-Methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-(ribonucleotide)-[mRNA],yellow
C00719,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate",yellow
C21114,(4Z)-Hexadec-4-enoyl-[acyl-carrier protein],yellow
C00201,Nucleoside triphosphate; NTP; Nucleoside 5'-triphosphate,green
C15799,6-Deoxoteasterone,yellow
C05381,3-Carboxy-1-hydroxypropyl-ThPP; Succinate semialdehyde-thiamin diphosphate,green
C00438,N-Carbamoyl-L-aspartate,green
C00004,NADH; DPNH; Reduced nicotinamide adenine dinucleotide,green
C05842,N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone,yellow
C11435,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,green
C21214,Dimethylallyl phosphate; Prenyl phosphate,green
C15495,"Decylubiquinol; 6-Decylubiquinol; 2-Decyl-5,6-dimethoxy-3-methyl-1,4-benzenediol",blue
C00030,Reduced acceptor; AH2; Hydrogen-donor; Donor,green
C00388,Histamine; 1H-Imidazole-4-ethanamine; 2-(4-Imidazolyl)ethylamine,green
C00979,O-Acetyl-L-serine; O3-Acetyl-L-serine,green
C01335,ROH,green
C19559,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",yellow
C00011,CO2; Carbon dioxide,green
C16387,"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA; (2E,6Z,9Z,12Z,15Z,18Z)-Tetracosa-2,6,9,12,15,18-hexaenoyl-CoA",yellow
C02199,UDP-L-rhamnose; UDP-rhamnose; UDP-beta-L-rhamnose,yellow
C00642,4-Hydroxyphenylacetate; 4-Hydroxyphenylacetic acid,yellow
C19085,tRNA with a 3' CCA end,green
C01235,alpha-D-Galactosyl-(1->3)-1D-myo-inositol; O-alpha-D-Galactosyl-(1->3)-1D-myo-inositol; 3-O-alpha-D-Galactosyl-1D-myo-inositol; 1-alpha-D-Galactosyl-myo-inositol; Galactinol,yellow
C05817,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate; (1R,6R)-2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate; SHCHC",green
C15602,Quinone,blue
C00052,UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyranose,green
C11404,(3R)-6-Hydroxy-3-isopropenyl-heptanoate,blue
C06613,trans-3-Chloroallyl aldehyde; trans-3-Chloro-2-propenal,green
C05665,3-Aminopropanal; beta-Aminopropion aldehyde,yellow
C05893,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine; GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol; GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol; beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphospho-ditrans,octacis-undecaprenol",green
C17554,"3,4-Dihydroxy-5-polyprenylbenzoate; 3-Polyprenyl-4,5-dihydroxybenzoate; 3,4-Dihydroxy-5-all-trans-polyprenylbenzoate",yellow
C01203,Oleoyl-[acyl-carrier protein]; Octadecenoyl-[acyl-carrier protein]; Octadecenoyl-[acp]; (9Z)-Octadecenoyl-[acp],yellow
C19609,Nickel(2+); Ni2+; Ni(II),blue
C05594,3-Methoxy-4-hydroxyphenylethyleneglycol,yellow
C05619,5-Hydroxyferulic acid; 5-Hydroxyferulate,yellow
C03691,CMP-N-glycoloylneuraminate; CMP-N-glycolylneuraminate; CMP-Neu5Gc,yellow
C12206,Caffeyl alcohol,yellow
C00265,"Dithiothreitol; 1,4-Dithiothreitol; threo-1,4-Dimercapto-2,3-butanediol; DL-threo-1,4-Dimercapto-2,3-butanediol",yellow
C01697,Galactitol; Dulcitol; Dulcose,yellow
C06201,"2,4-Dihydroxyhept-2-enedioate; 2,4-Dihydroxyhept-2-1,7-dioate; 2,4-Dihydroxyhept-2-enedioic acid",blue
C01769,(S)-Acetoin; (S)-2-Acetoin; (3S)-3-Hydroxybutan-2-one,blue
C02863,3-O-(alpha-D-Mannosyl)-L-serinyl-[protein]; O-D-Mannosylprotein,yellow
C05684,Selenite,green
C05750,3-Oxooctanoyl-[acp]; 3-Oxooctanoyl-[acyl-carrier protein],green
C01186,"(3S,5S)-3,5-Diaminohexanoate; L-erythro-3,5-Diaminohexanoate; (3S,5S)-3,5-Diaminocaproate; L-erythro-3,5-Diaminocaproate",blue
C20859,Galactosyl-1-alkyl-2-acylglycerol; Galactosyl-2-acyl-1-alkyl-sn-glycerol; 1-O-Alkyl-2-O-acyl-3-beta-galactosyl-sn-glycerol,yellow
C00618,3-Dehydro-L-gulonate,yellow
C03885,3-Nonaprenyl-4-hydroxybenzoate; Nonaprenyl-4-hydroxybenzoate,yellow
C00847,4-Pyridoxate; 4-Pyridoxic acid,yellow
C06187,Arbutin 6-phosphate; Arbutin-6P,blue
C04438,1-Acyl-sn-glycero-3-phosphoethanolamine; L-2-Lysophosphatidylethanolamine,green
C02222,2-Maleylacetate; 4-Oxohex-2-enedioate; Maleylacetate,yellow
C00470,"Pectate; Pectic acid; alpha-D-Polygalacturonic acid; Poly(1,4-alpha-D-galacturonate); Poly(1,4-alpha-D-galacturonate)(n); (1,4-alpha-D-Galacturonide)n; [(1->4)-alpha-D-Galacturonosyl]n; De-esterified pectin; (1,4-alpha-D-Galacturonosyl)n",green
C21749,5-Fluorouridine triphosphate,green
C16376,"(6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexaenoyl-CoA; (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosa-6,9,12,15,18,21-hexaenoyl-CoA",yellow
C05465,Taurochenodeoxycholate; Taurochenodeoxycholic acid; Chenodeoxycholoyltaurine,yellow
C14853,"Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide; 7,8-Dihydro-7,8-dihydroxybenzo[a]pyrene 9,10-oxide",yellow
C16469,3-Hydroxy-5-methylhex-4-enoyl-CoA,yellow
C11543,Cobalt-dihydro-precorrin 6; Cobalt-precorrin 6B,blue
C02097,dTDP-galactose; dTDP-D-galactose,green
C03862,Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate; Dolichyl beta-D-mannosyl phosphate,green
C05642,Formyl-N-acetyl-5-methoxykynurenamine,yellow
C03366,5-Phosphooxy-L-lysine; (5R)-5-Phosphooxy-L-lysine; 5-Phosphonooxy-L-lysine; O-Phosphohydroxy-L-lysine; (5R)-5-Phosphonooxy-L-lysine,yellow
C15810,Sulfur-carrier protein; [Sulfur-carrier protein]; [Sulfur-carrier protein]-Gly-Gly,green
C00735,"Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M",yellow
C06755,Chloroacetic acid; Chloroethanoic acid,green
C21178,Pupylated protein; N6-([Prokaryotic ubiquitin-like protein]-gamma-L-glutamyl)-[protein]-L-lysine,blue
C00027,Hydrogen peroxide; H2O2; Oxydol,green
C04640,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,green
C05350,2-Hydroxy-3-(4-hydroxyphenyl)propenoate; 4-Hydroxy-enol-phenylpyruvate,yellow
C01220,"1D-myo-Inositol 1,4-bisphosphate; D-myo-Inositol 1,4-bisphosphate; myo-Inositol 1,4-bisphosphate; Inositol 1,4-bisphosphate",yellow
C00843,(-)-Menthone; l-Menthone; p-Menthan-3-one,yellow
C00409,Methanethiol; Methylmercaptan,green
C05651,5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine,yellow
C00672,2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate,green
C03004,N-Hydroxy-L-tyrosine,yellow
C00764,D-Sorbose; D-xylo-Hexulose,blue
C00951,Estradiol-17beta; Estradiol; beta-Estradiol,yellow
C21955,"L-Galactono-1,5-lactone",blue
C21217,Geranylgeranyl bacteriochlorophyllide a,yellow
C03454,1-Alkenyl-2-acylglycerol,yellow
C03511,L-Phenylalanyl-tRNA(Phe),green
C06365,"alpha-Kojibiosyldiacylglycerol; Glc-alpha1->2Glc-alpha1->3acyl2Gro; Glcalpha1->2Glcalpha1->3acyl2Gro; 1,2-Diacyl-3-O-[alpha-D-glucopyranosyl-(1->2)-O-alpha-D-glucopyranosyl]-sn-glycerol",blue
C03127,L-Isoleucyl-tRNA(Ile),green
C08616,beta-Amyrin; beta-Amyrenol,yellow
C20641,L-Threonylcarbamoyladenylate; L-Threonylcarbamoyl-AMP; TC-AMP,green
C00811,4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate,yellow
C00472,"p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone",yellow
C05439,"5alpha-Cholesta-7,24-dien-3beta-ol",yellow
C16291,"7,8-Dihydro-beta-carotene",yellow
C05263,3-Oxododecanoyl-CoA,green
C00212,Adenosine,green
C05587,3-Methoxytyramine,yellow
C21667,(Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine,yellow
C01097,D-Tagatose 6-phosphate,blue
C04756,O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine; Phosphatidalethanolamine; Plasmenylethanolamine; Ethanolamineplasmalogen; 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine; 1-Alkenyl-2-acylglycerophosphoethanolamine,yellow
C02280,GDP-L-galactose; GDP-beta-L-galactose,yellow
C22421,4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoate; 4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoic acid,yellow
C02305,Phosphocreatine; N-Phosphocreatine; Creatine phosphate,yellow
C22438,"3,5-Dehydroshikimate",green
C05686,Adenylylselenate; Adenosine-5'-phosphoselenate,green
C05122,Taurocholate; Taurocholic acid; Cholyltaurine,yellow
