c_id,name,origin
C21153,Adenosylcobalamin 5'-phosphate,blue
C15811,[Enzyme]-cysteine,blue
C16155,UDP-L-Ara4O; UDP-4''-ketopentose; Uridine 5'-diphospho-beta-(L-threo-pentapyranosyl-4''-ulose); UDP-beta-L-threo-pentapyranos-4-ulose; UDP-4-keto-D-xylose,blue
C05812,2-Octaprenyl-6-methoxyphenol,blue
C03492,D-4'-Phosphopantothenate; (R)-4'-Phosphopantothenate,blue
C00617,UDP-D-galacturonate; UDPgalacturonate; UDP-alpha-D-galacturonate,blue
C04666,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate; D-erythro-Imidazole-glycerol 3-phosphate; D-erythro-Imidazole-glycerol phosphate,blue
C04404,trans-4-Hydroxycyclohexanecarboxylate; trans-4-Hydroxycyclohexane-1-carboxylate,blue
C21751,5-Fluorodeoxyuridine triphosphate,blue
C14818,Fe2+; Fe(II); Ferrous ion; Iron(2+),blue
C04376,5'-Phosphoribosyl-N-formylglycinamide; N-Formyl-GAR; N-Formylglycinamide ribonucleotide; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide; N2-Formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide,blue
C00294,Inosine,blue
C06002,(S)-Methylmalonate semialdehyde,blue
C04877,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diamino-heptanedioate",blue
C05116,3-Hydroxybutanoyl-CoA; 3-Hydroxybutyryl-CoA,blue
C14861,"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione",blue
C17215,3-(3'-Methylthio)propylmalic acid; 3-(3'-Methylthio)propylmalate,blue
C18910,"2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one; 2,5-Diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate",blue
C05760,trans-Tetradec-2-enoyl-[acp]; trans-Tetradec-2-enoyl-[acyl-carrier protein]; (2E)-Tetradecenoyl-[acp],blue
C05627,4-Hydroxystyrene; 4-Vinylphenol,blue
C00099,beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate,blue
C16157,"Undecaprenyl phosphate alpha-L-Ara4N; 4-Amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate",blue
C11436,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,blue
C05267,3-Oxooctanoyl-CoA,blue
C14855,"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene",blue
C01205,(R)-3-Amino-2-methylpropanoate; (R)-3-Aminoisobutyrate; D-3-Aminoisobutanoate; (R)-beta-Aminoisobutyrate; (R)-3-Aminoisobutyric acid,blue
C06240,UDP-N-acetyl-D-mannosaminouronate; UDP-N-acetyl-2-amino-2-deoxy-D-mannuronate; UDP-N-acetyl-D-mannosaminuronic acid; UDP-N-acetyl-alpha-D-mannosaminuronate,blue
C05378,"beta-D-Fructose 1,6-bisphosphate",blue
C19770,N-Acetyl-beta-muramate 6-phosphate,blue
C11453,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate; 3-Methyl-1,2,3,4-tetrahydroxybutane-1,3-cyclic bisphosphate",blue
C00365,dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate,green
C00105,UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid; Uridylate,green
C00121,D-Ribose,blue
C21652,RNA 2'-terminal-phosphate; (Ribonucleotide)n-2'-phosphate,blue
C03232,3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid; 3-Phosphooxypyruvate,blue
C00035,GDP; Guanosine 5'-diphosphate; Guanosine diphosphate,green
C05748,trans-Hex-2-enoyl-[acp]; trans-Hex-2-enoyl-[acyl-carrier protein]; (2E)-Hexenoyl-[acp],blue
C03028,Thiamin triphosphate; Thiamine triphosphate,blue
C00162,Fatty acid,blue
C17323,tRNA containing 5-carboxymethylaminomethyl-2-thiouridine; tRNA containing cmnm5s2U,blue
C00327,L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline,green
C05651,5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine,blue
C05932,N-Succinyl-L-glutamate 5-semialdehyde; (2S)-2-(3-Carboxypropanoylamino)-5-oxopentanoic acid,blue
C00357,N-Acetyl-D-glucosamine 6-phosphate,blue
C11039,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,blue
C00145,Thiol; Mercaptan,blue
C04734,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide; 5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide; 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide; FAICAR,blue
C02659,Acetone cyanohydrin; alpha-Hydroxyisobutyronitrile; 2-Hydroxy-2-methylpropanenitrile; 2-Methyllactonitrile; Acetone cyanhydrin; 2-Hydroxyisobutyronitrile,blue
C03740,(5-L-Glutamyl)-L-amino acid; L-gamma-Glutamyl-L-amino acid; alpha-(gamma-L-Glutamyl)-L-amino acid,blue
C15547,"1,4-Dihydroxy-2-naphthoyl-CoA",blue
C04441,Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine; 2-(3-Carboxy-3-aminopropyl)-L-histidine; EF-2 2-(3-carboxy-3-aminopropyl)-L-histidine; 2-[(3S)-3-Amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2],blue
C05577,"3,4-Dihydroxymandelaldehyde; 3,4-Dihydroxyphenylglycolaldehyde; DOPEGAL",blue
C21512,"15,17(3)-Seco-F430-17(3)-acid",blue
C15812,[Enzyme]-S-sulfanylcysteine,blue
C04352,(R)-4'-Phosphopantothenoyl-L-cysteine; N-[(R)-4'-Phosphopantothenoyl]-L-cysteine,blue
C00137,myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I,blue
C20769,"UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose; UDP-4-keto-N-acetyl-beta-L-rhamnosamine; UDP-4-keto-L-RhaNAc",blue
C04236,(2S)-2-Isopropyl-3-oxosuccinate; 3-Carboxy-4-methyl-2-oxopentanoate; 2-Oxo-4-methyl-3-carboxypentanoate,blue
C01117,Nucleoside 5'-phosphate,blue
C05821,"Enterochelin; Enterobactin; Tri-(2,3-dihydroxy-N-benzoyl-L-serine)-ester; Tri-(N-(2,3-dihydroxybenzoyl)-L-serine)-ester",blue
C21016,Ophthalmate; gamma-L-Glutamyl-L-2-aminobutyrylglycine,blue
C16469,3-Hydroxy-5-methylhex-4-enoyl-CoA,blue
C05756,3-Oxododecanoyl-[acp]; 3-Oxododecanoyl-[acyl-carrier protein],blue
C00673,2-Deoxy-D-ribose 5-phosphate,blue
C16255,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E; Enzyme N6-(S-acetyldihydrolipoyl)lysine,blue
C01187,3-Deoxy-D-manno-octulosonate; Ketodeoxyoctonate; KDO; 2-Dehydro-3-deoxy-D-octonate; 3-Deoxy-D-manno-2-octulosonate; 3-Deoxyoctulosonic acid,blue
C02713,N-Acetylmuramate; N-Acetylmuramic acid; N-Acetyl-D-muramoate,blue
C00015,UDP; Uridine 5'-diphosphate,green
C04728,tRNA containing 5-[(methylamino)methyl]-2-thiouridylate; tRNA containing mnm5s2U,blue
C00721,Dextrin,blue
C06000,(S)-3-Hydroxyisobutyryl-CoA; (S)-3-Hydroxyisobutanoyl-CoA; (S)-3-Hydroxy-2-methylpropanoyl-CoA,blue
C21017,2-(alpha-Hydroxypropyl)thiamine diphosphate; 2-Hydroxypropyl-ThPP,blue
C00499,Allantoate; Allantoic acid,blue
C00054,"Adenosine 3',5'-bisphosphate; PAP; 3'-Phosphoadenylate; Phosphoadenosine phosphate",blue
C00058,Formate; Methanoic acid; Formic acid,blue
C05844,5-L-Glutamyl-taurine; 5-Glutamyl-taurine; Glutaurine,blue
C05364,4-Carboxy-2-oxo-3-hexenedioate,blue
C05822,3'-CMP; Cytidine 3'-phosphate,blue
C04692,Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[(3S)-3-Carboxy-3-(methylamino)propyl]-L-histidine-[translation elongation factor 2],blue
C03742,(S)-4-Hydroxymandelonitrile,blue
C16393,"2-Hydroxylamino-4,6-dinitrotoluene",blue
C00065,L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine,green
C00921,"Dihydropteroate; 7,8-Dihydropteroate",blue
C05335,L-Selenomethionine,blue
C00638,Long-chain fatty acid; Higher fatty acid,blue
C02876,Propanoyl phosphate; Propionyl phosphate,blue
C21214,Dimethylallyl phosphate; Prenyl phosphate,blue
C22443,dZTP; 2-Amino-2'-deoxyadenosine 5'-triphosphate,blue
C05703,Methaneselenol; Methylselenol,blue
C02222,2-Maleylacetate; 4-Oxohex-2-enedioate; Maleylacetate,blue
C00136,Butanoyl-CoA; Butyryl-CoA,blue
C04132,N-Acetyl-D-glucosamine 6-sulfate,blue
C01563,Carbamate; Carbamic acid; Aminoformic acid,blue
C01142,"(3S)-3,6-Diaminohexanoate; L-beta-Lysine",blue
C05623,"Isoquercitrin; Quercetin 3-O-glucoside; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin",blue
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]; trans-2-Enoyl-[acyl-carrier protein]; (2E)-Unsaturated fatty acyl-[acyl-carrier protein]",blue
C04051,5-Amino-4-imidazolecarboxyamide,blue
C00094,Sulfite; Sulfurous acid,blue
C16615,6-Methylthiopurine 5'-monophosphate ribonucleotide; 6-Methylthioinosine-5'-monophosphate,blue
C05848,4-Hydroxy-3-polyprenylbenzoate; 4-Hydroxy-3-all-trans-polyprenylbenzoate; 3-Polyprenyl-4-hydroxybenzoate,blue
C00180,Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid,blue
C00016,FAD; Flavin adenine dinucleotide,blue
C01962,Thiocysteine; S-Mercapto-L-cysteine; L-Thiocysteine,blue
C05758,trans-Dodec-2-enoyl-[acp]; trans-Dodec-2-enoyl-[acyl-carrier protein]; (2E)-Dodecenoyl-[acp],blue
C15809,Iminoglycine; Iminoacetic acid; 2-Iminoacetate,blue
C04640,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,blue
C04330,"5,10-Methenyltetrahydromethanopterin; 5,10-Methenyl-5,6,7,8-tetrahydromethanopterin; N5,N10-Methenyltetrahydromethanopterin",blue
C11417,(3S)-6-Hydroxy-3-isopropenyl-heptanoate; 6-Hydroxy-3-isopropenylheptanoate,blue
C00369,Starch; Glycogen,blue
C21881,[Protein]-S-[1-(5-O-phosphono-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridin-1-ium-3-carbonyl]-L-cysteine,blue
C00259,L-Arabinose; L-Arabinopyranose,blue
C15976,2-Methyl-1-hydroxypropyl-ThPP; 2-Methyl-1-hydroxypropyl-TPP,blue
C07838,D-glycero-beta-D-manno-Heptose 1-phosphate,blue
C03516,Magnesium protoporphyrin; Magnesium protoporphyrin IX; Mg-protoporphyrin IX,blue
C11543,Cobalt-dihydro-precorrin 6; Cobalt-precorrin 6B,blue
C17219,3-(4'-Methylthio)butylmalic acid; 3-(4'-Methylthio)butylmalate,blue
C04442,2-Dehydro-3-deoxy-6-phospho-D-gluconate; 6-Phospho-2-dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-6-phosphogluconate; 2-Dehydro-3-deoxy-D-gluconate 6-phosphate,blue
C21991,Palmitoleoyl-myristoyl-KDO2-lipid A; (KDO)2-(palmitoleoyl-myristoyl)-lipid A; Cold adapted KDO2-lipid A,blue
C20375,Glutaryl-[acp] methyl ester; Glutaryl-[acyl-carrier protein] methyl ester,blue
C17401,Cobalt-factor III,blue
C01134,Pantetheine 4'-phosphate; 4'-Phosphopantetheine; Phosphopantetheine; D-Pantetheine 4'-phosphate,blue
C14145,(3S)-3-Hydroxyadipyl-CoA,blue
C04133,N-Acetyl-L-glutamate 5-phosphate; N-Acetyl-L-glutamyl 5-phosphate,blue
C00601,Phenylacetaldehyde; alpha-Tolualdehyde,blue
C01330,Sodium cation; Na+; Sodium(1+); Sodium ion,blue
C04154,rRNA containing N6-methyladenine; rRNA(N6-methyladenine); N6-Methyladenine in rRNA,blue
C06102,Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate; 6-Oxohexanoic acid,blue
C04327,4-Methyl-5-(2-phosphooxyethyl)thiazole; 4-Methyl-5-(2-phosphonooxyethyl)thiazole; 5-(2-Hydroxyethyl)-4-methylthiazole phosphate; HET-P,blue
C00624,N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid,blue
C00536,Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate,blue
C03296,N2-Succinyl-L-arginine; (2S)-2-(3-Carboxypropanoylamino)-5-(diaminomethylideneamino)pentanoic acid,blue
C00129,Isopentenyl diphosphate; Delta3-Isopentenyl diphosphate; Delta3-Methyl-3-butenyl diphosphate; 3-Methylbut-3-en-1-yl diphosphate,green
C00299,Uridine,green
C04122,D-1-Aminopropan-2-ol O-phosphate; (R)-1-Aminopropan-2-yl phosphate,blue
C00029,UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose,blue
C00201,Nucleoside triphosphate; NTP; Nucleoside 5'-triphosphate,blue
C04554,"3alpha,7alpha-Dihydroxy-5beta-cholestanate; 3alpha,7alpha-Dihydroxy-5beta-cholestanoate",blue
C05271,trans-Hex-2-enoyl-CoA; (2E)-Hexenoyl-CoA,blue
C05265,3-Oxodecanoyl-CoA,blue
C15977,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine; S-(2-Methylpropanoyl)-dihydrolipoamide-E; S-(2-Methylpropionyl)-dihydrolipoamide-E; Enzyme N6-(S-[2-methylpropanoyl]dihydrolipoyl)lysine,blue
C00887,Nitrous oxide; Dinitrogen monoxide; Dinitrogen oxide; N2O,blue
C19859,"6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol",blue
C00366,Urate; Uric acid,blue
C00454,NDP; Nucleoside diphosphate; Nucleoside 5'-diphosphate,blue
C00269,"CDP-diacylglycerol; CDP-1,2-diacylglycerol; 1,2-Diacyl-sn-glycero-3-cytidine-5'-diphosphate",blue
C15996,7-Cyano-7-carbaguanine; 7-Cyano-7-deazaguanine,blue
C01352,FADH2,blue
C00030,Reduced acceptor; AH2; Hydrogen-donor; Donor,blue
C05698,Selenohomocysteine,blue
C00080,H+; Hydron,blue
C00008,ADP; Adenosine 5'-diphosphate,green
C16348,cis-3-Chloroallyl aldehyde; cis-3-Chloro-2-propenal,blue
C16242,Cobalt-precorrin 5A,blue
C03273,5-Oxopentanoate; Glutarate semialdehyde; 5-Oxopentanoic acid,blue
C18802,"Tetrahydrosarcinapterin; H4SPT; 5,6,7,8-Tetrahydrosarcinapterin",blue
C02872,Peptide diphthamide; Diphthamide; EF-2 diphthamide; Elongation factor 2 diphthamide,blue
C03161,[Oxidized NADPH---hemoprotein reductase]; Oxidized flavoprotein,blue
C01346,dUDP; 2'-Deoxyuridine 5'-diphosphate,blue
C03345,2-Methylbut-2-enoyl-CoA; trans-2-Methylbut-2-enoyl-CoA; (E)-2-Methylbut-2-enoyl-CoA; Tiglyl-CoA; (E)-2-Methylcrotonoyl-CoA; Methylcrotonoyl-CoA; Methylcrotonyl-CoA; Tigloyl-CoA; 2-Methylcrotanoyl-CoA,blue
C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol; cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol; 3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate",blue
C01083,"alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose",blue
C04483,"Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid",blue
C19878,D-glycero-alpha-D-manno-Heptose 7-phosphate,blue
C05762,3-Oxohexadecanoyl-[acp]; 3-Oxohexadecanoyl-[acyl-carrier protein],blue
C14463,(R)-3-Hydroxy-3-methyl-2-oxopentanoate; (R)-3-Hydroxy-3-methyl-2-oxopentanoic acid,blue
C04044,"3-(2,3-Dihydroxyphenyl)propanoate; 2,3-Dihydroxyphenylpropanoate",blue
C04751,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole; 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,blue
C18076,5'-Phosphoguanylyl(3'->5')guanosine,blue
C22160,[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine; [E2 protein]-N6-octanoyl-L-lysine,blue
C21851,"Pyridinium-3,5-biscarboxylic acid mononucleotide; P2CMN; Pyridin-1-ium-3,5-dicarboxylate mononucleotide; Pyridinium-3,5-biscarboxylate mononucleotide",blue
C00508,L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose,blue
C01212,UDP-N-acetylmuramoyl-L-alanine; UDP-N-acetyl-alpha-D-muramoyl-L-alanine,blue
C04479,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate; (2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",blue
C06024,"3-Deoxy-D-manno-octulosonyl-lipid IV(A); KDO-lipid IV(A); 3-Deoxy-D-manno-octulosonyl-2',3',2',3'-tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; alpha-Kdo-(2->6)-[lipid IVA]",blue
C05273,trans-Tetradec-2-enoyl-CoA; (2E)-Tetradecenoyl-CoA,blue
C02962,D-Allose 6-phosphate,blue
C00224,Adenylyl sulfate; Adenosine 5'-phosphosulfate; APS; 5'-Adenylyl sulfate,blue
C05838,cis-2-Hydroxycinnamate; 2-Coumarinate,blue
C00343,Thioredoxin disulfide; Oxidized thioredoxin; Thioredoxin sulfide,blue
C03460,2-Methylprop-2-enoyl-CoA; Methacrylyl-CoA; Methylacrylyl-CoA,blue
C06021,Co(I) corrinoid protein; Corrinoid; Corrinoid protein; Corrinoid protein Co+,blue
C00251,"Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate",blue
C04121,CMP-3-deoxy-D-manno-octulosonate; CMP-KDO; CMP-beta-KDO,blue
C16471,5-Methyl-3-oxo-4-hexenoyl-CoA,blue
C00161,2-Oxo acid; 2-Oxocarboxylate; 2-Oxocarboxylic acid; 2-Oxo carboxylate,blue
C00245,Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid,blue
C16688,Sucrose 6-phosphate; 6-Phosphosucrose; 6-O-Phosphonosucrose; beta-D-Fructofuranosyl-6-O-phosphono-alpha-D-glucopyranoside,blue
C18796,(2R)-2-Hydroxy-2-methylbutanenitrile; 2-Hydroxy-2-methylbutanenitrile,blue
C00642,4-Hydroxyphenylacetate; 4-Hydroxyphenylacetic acid,blue
C04419,Carboxybiotin-carboxyl-carrier protein; [Biotin carboxyl-carrier protein]-carboxybiotin-N6-L-lysine; [Biotin carboxyl-carrier protein]-N6-carboxybiotinyl-L-lysine,blue
C01879,5-Oxoproline; Pidolic acid; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid,blue
C00163,Propanoate; Propionate; Propanoic acid; Propionic acid,green
C00691,"2,4,6/3,5-Pentahydroxycyclohexanone; scyllo-Inosose; 2-Inosose",blue
C05754,trans-Dec-2-enoyl-[acp]; trans-Dec-2-enoyl-[acyl-carrier protein]; trans-2-Decenoyl-[acyl-carrier protein]; (2E)-Decenoyl-[acp],blue
C04691,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; DAHP; 2-Dahp,blue
C02188,Protein lysine; Peptidyl-L-lysine; [Protein]-L-lysine,blue
C05198,5'-Deoxyadenosine,blue
C05726,S-Substituted L-cysteine; R-S-Cysteine; L-Cysteine S-conjugate,blue
C02967,5-Methylcytosine in DNA; DNA 5-methylcytosine; DNA containing 5-methylcytosine,blue
C20752,2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA; 2-(Methylsulfanyl)-N6-L-threonylcarbamoyladenine in tRNA; ms2t6A in tRNA,blue
C02631,2-Isopropylmaleate; beta-Isopropylmaleate,blue
C00097,L-Cysteine; L-2-Amino-3-mercaptopropionic acid,green
C19946,"3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",blue
C22337,D-Ribulose 1-phosphate,blue
C11540,Cobalt-precorrin 4,blue
C00267,alpha-D-Glucose,blue
C05729,R-S-Cysteinylglycine; [L-Cysteinylglycine]-S-conjugate,blue
C00214,Thymidine; Deoxythymidine,blue
C05261,3-Oxotetradecanoyl-CoA,blue
C20960,"3-Hydroxy-5-phosphooxypentane-2,4-dione; 3-Hydroxy-5-phosphonooxypentane-2,4-dione; 3-Hydroxy-2,4-pentadione-5-phosphate; P-HPD; 3-Hydroxy-2,4-dioxopentyl phosphate",blue
C05635,5-Hydroxyindoleacetate,blue
C16699,2-O-(6-Phospho-alpha-mannosyl)-D-glycerate; 2-O-(6-Phospho-alpha-D-mannosyl)-D-glycerate,blue
C22502,alpha-D-Fructofuranose; alpha-D-Fructose,blue
C00093,sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate,blue
C00084,Acetaldehyde; Ethanal,blue
C05750,3-Oxooctanoyl-[acp]; 3-Oxooctanoyl-[acyl-carrier protein],blue
C00681,1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid,blue
C00069,Alcohol,blue
C06142,1-Butanol; n-Butanol; Butan-1-ol,blue
C00385,Xanthine,green
C04432,tRNA containing 6-isopentenyladenosine; N6-(3-Methylbut-2-en-1-yl)-adenosine in tRNA; N6-(3-Methylbut-2-en-1-yl)-adenine in tRNA; N6-Dimethylallyladenine in tRNA,blue
C20253,Aminoacrylate; (Z)-3-Aminoacrylate,blue
C05770,Coproporphyrin III,blue
C20251,"1-Keto-D-chiro-inositol; 2D-2,3,5/4,6-Pentahydroxycyclohexanone",blue
C22501,alpha-D-Xylulofuranose,blue
C17223,3-(5'-Methylthio)pentylmalic acid; 3-(5'-Methylthio)pentylmalate,blue
C03393,4-Phospho-D-erythronate; 4-Phosphoerythronate,blue
C03150,Nicotinamide-beta-riboside; N-Ribosylnicotinamide; 1-(beta-D-Ribofuranosyl)nicotinamide,blue
C17212,3-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalate,blue
C00041,L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine,green
C05691,Se-Adenosylselenomethionine,blue
C04582,S-Methyl-5-thio-D-ribulose 1-phosphate; 5-(Methylsulfanyl)-D-ribulose 1-phosphate,blue
C19078,tRNA with a 3' cytidine,blue
C04916,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; 5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide; Phosphoribulosyl-formimino-AICAR-phosphate; 5-[(5-Phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide,blue
C14899,3-Dehydro-L-gulonate 6-phosphate,blue
C11907,"dTDP-4-oxo-6-deoxy-D-glucose; dTDP-4-dehydro-6-deoxy-D-glucose; dTDP-4-dehydro-6-deoxy-alpha-D-glucose; dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose; dTDP-4-oxo-6-deoxy-alpha-D-glucose; dTDP-4-dehydro-6-deoxy-alpha-D-galactose; dTDP-4-dehydro-6-deoxy-D-galactose; dTDP-6-deoxy-D-xylo-hexos-4-ulose; dTDP-6-deoxy-D-xylo-4-hexulose; 4,6-Dideoxy-4-oxo-dTDP-D-glucose",blue
C00645,N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose,blue
C00364,dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate,green
C05402,Melibiose; 6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose; D-Gal-alpha1->6D-Glucose,green
C00319,Sphingosine; Sphingenine; Sphingoid; Sphing-4-enine,blue
C05125,2-(alpha-Hydroxyethyl)thiamine diphosphate; 2-Hydroxyethyl-ThPP,blue
C00679,"5-Dehydro-4-deoxy-D-glucarate; (2R,3S)-2,3-Dihydroxy-5-oxohexanedioate",blue
C00154,Palmitoyl-CoA; Hexadecanoyl-CoA,blue
C01595,"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid",green
C13645,Hydrobromic acid; HBr,blue
C06423,Octanoic acid; Caprylic acid; Octylic acid; Octanoate,green
C03363,5-L-Glutamyl amino acid; L-gamma-Glutamyl amino acid,blue
C16399,"2,4-Diamino-6-hydroxylaminotoluene",blue
C20748,(E)-4-(Trimethylammonio)but-2-enoyl-CoA; Crotonobetainyl-CoA,blue
C16587,3-Carbamoyl-2-phenylpropionaldehyde,blue
C20958,L-Alanyl-L-glutamate,blue
C00593,Sulfoacetaldehyde; 2-Sulfoacetaldehyde; 2-Oxoethanesulfonate,blue
C00861,L-Rhamnulose; 6-Deoxy-L-fructose,blue
